image_id,stored_at
forest_033,2023-03-16 09:49:22.993928
industrial_area_051,2023-03-16 09:49:26.671530
island_036,2023-03-16 09:49:30.531151
island_022,2023-03-16 09:49:33.736099
rectangular_farmland_023,2023-03-16 09:49:37.088690
rectangular_farmland_037,2023-03-16 09:49:40.425789
freeway_026,2023-03-16 09:49:44.145636
freeway_032,2023-03-16 09:49:47.430599
stadium_037,2023-03-16 09:49:50.714192
stadium_023,2023-03-16 09:49:53.823357
stadium_035,2023-03-16 09:49:57.208136
freeway_018,2023-03-16 09:50:00.763655
stadium_021,2023-03-16 09:50:04.177113
stadium_009,2023-03-16 09:50:07.713682
freeway_024,2023-03-16 09:50:11.310346
freeway_030,2023-03-16 09:50:14.660545
rectangular_farmland_009,2023-03-16 09:50:18.224201
rectangular_farmland_021,2023-03-16 09:50:21.710094
rectangular_farmland_035,2023-03-16 09:50:25.137902
island_034,2023-03-16 09:50:28.715653
island_020,2023-03-16 09:50:32.372813
island_008,2023-03-16 09:50:35.640120
forest_019,2023-03-16 09:50:39.330682
forest_025,2023-03-16 09:50:44.307363
industrial_area_047,2023-03-16 09:50:48.459937
industrial_area_053,2023-03-16 09:50:53.292715
forest_031,2023-03-16 09:50:56.981623
industrial_area_052,2023-03-16 09:51:00.665188
forest_030,2023-03-16 09:51:04.556733
forest_024,2023-03-16 09:51:08.151540
industrial_area_046,2023-03-16 09:51:12.509420
forest_018,2023-03-16 09:51:16.277327
island_009,2023-03-16 09:51:20.081233
island_021,2023-03-16 09:51:23.905912
island_035,2023-03-16 09:51:27.162824
rectangular_farmland_034,2023-03-16 09:51:31.123014
rectangular_farmland_020,2023-03-16 09:51:35.439188
rectangular_farmland_008,2023-03-16 09:51:39.778174
freeway_031,2023-03-16 09:51:43.589338
stadium_008,2023-03-16 09:51:47.422964
freeway_025,2023-03-16 09:51:50.452787
stadium_020,2023-03-16 09:51:54.045484
stadium_034,2023-03-16 09:51:57.758738
freeway_019,2023-03-16 09:52:01.562266
freeway_021,2023-03-16 09:52:05.651135
stadium_018,2023-03-16 09:52:09.498494
freeway_035,2023-03-16 09:52:12.822930
stadium_030,2023-03-16 09:52:16.453476
stadium_024,2023-03-16 09:52:20.242466
freeway_009,2023-03-16 09:52:25.701355
rectangular_farmland_024,2023-03-16 09:52:29.800955
rectangular_farmland_030,2023-03-16 09:52:34.114389
rectangular_farmland_018,2023-03-16 09:52:37.749860
island_019,2023-03-16 09:52:41.920027
island_031,2023-03-16 09:52:45.784354
island_025,2023-03-16 09:52:49.188493
industrial_area_042,2023-03-16 09:52:52.698198
forest_020,2023-03-16 09:52:56.107449
forest_034,2023-03-16 09:52:59.794510
forest_008,2023-03-16 09:53:03.304173
forest_009,2023-03-16 09:53:07.146514
forest_035,2023-03-16 09:53:10.787678
industrial_area_043,2023-03-16 09:53:14.263830
forest_021,2023-03-16 09:53:18.003828
island_024,2023-03-16 09:53:21.526805
island_030,2023-03-16 09:53:24.827684
island_018,2023-03-16 09:53:28.421524
rectangular_farmland_019,2023-03-16 09:53:32.328003
rectangular_farmland_031,2023-03-16 09:53:36.072310
rectangular_farmland_025,2023-03-16 09:53:39.601368
stadium_025,2023-03-16 09:53:43.087621
freeway_008,2023-03-16 09:53:46.284977
stadium_031,2023-03-16 09:53:49.662768
stadium_019,2023-03-16 09:53:53.347078
freeway_034,2023-03-16 09:53:57.074321
freeway_020,2023-03-16 09:54:00.838581
freeway_036,2023-03-16 09:54:05.069773
freeway_022,2023-03-16 09:54:16.181309
stadium_027,2023-03-16 09:54:20.363754
stadium_033,2023-03-16 09:54:26.090327
rectangular_farmland_033,2023-03-16 09:54:30.429447
rectangular_farmland_027,2023-03-16 09:54:34.176284
island_026,2023-03-16 09:54:37.858407
island_032,2023-03-16 09:54:41.627741
forest_037,2023-03-16 09:54:45.171921
forest_023,2023-03-16 09:54:48.779508
industrial_area_041,2023-03-16 09:54:52.362928
forest_022,2023-03-16 09:54:56.050004
industrial_area_040,2023-03-16 09:54:59.710273
industrial_area_054,2023-03-16 09:55:03.500031
forest_036,2023-03-16 09:55:06.978361
island_033,2023-03-16 09:55:10.535769
island_027,2023-03-16 09:55:14.087796
rectangular_farmland_026,2023-03-16 09:55:17.748650
rectangular_farmland_032,2023-03-16 09:55:21.426200
stadium_032,2023-03-16 09:55:25.089134
stadium_026,2023-03-16 09:55:28.329112
freeway_023,2023-03-16 09:55:32.219046
freeway_037,2023-03-16 09:55:36.062636
stadium_003,2023-03-16 09:55:39.771626
stadium_017,2023-03-16 09:55:43.618551
freeway_012,2023-03-16 09:55:49.354957
freeway_006,2023-03-16 09:55:53.215569
rectangular_farmland_017,2023-03-16 09:56:04.871988
rectangular_farmland_003,2023-03-16 09:56:09.296246
island_002,2023-03-16 09:56:14.633144
island_016,2023-03-16 09:56:18.516078
forest_013,2023-03-16 09:56:22.541007
forest_007,2023-03-16 09:56:26.409261
forest_006,2023-03-16 09:56:29.828619
forest_012,2023-03-16 09:56:33.689347
island_017,2023-03-16 09:56:37.510435
island_003,2023-03-16 09:56:41.153574
rectangular_farmland_002,2023-03-16 09:56:44.760894
rectangular_farmland_016,2023-03-16 09:56:48.385217
freeway_007,2023-03-16 09:56:51.727029
freeway_013,2023-03-16 09:56:55.670589
stadium_016,2023-03-16 09:56:59.349680
stadium_002,2023-03-16 09:57:03.096034
stadium_014,2023-03-16 09:57:06.983139
freeway_039,2023-03-16 09:57:10.611053
stadium_028,2023-03-16 09:57:13.903965
freeway_005,2023-03-16 09:57:17.625632
freeway_011,2023-03-16 09:57:21.237337
rectangular_farmland_028,2023-03-16 09:57:25.444036
rectangular_farmland_014,2023-03-16 09:57:30.377811
island_015,2023-03-16 09:57:36.982740
island_001,2023-03-16 09:57:41.821403
island_029,2023-03-16 09:57:46.997955
forest_038,2023-03-16 09:57:53.822960
forest_004,2023-03-16 09:57:58.055593
forest_010,2023-03-16 09:58:03.618162
forest_011,2023-03-16 09:58:07.312645
forest_005,2023-03-16 09:58:10.842110
forest_039,2023-03-16 09:58:14.192888
island_028,2023-03-16 09:58:17.773002
island_014,2023-03-16 09:58:21.561425
rectangular_farmland_015,2023-03-16 09:58:25.878858
rectangular_farmland_001,2023-03-16 09:58:30.100005
rectangular_farmland_029,2023-03-16 09:58:34.588545
freeway_010,2023-03-16 09:58:38.550339
stadium_029,2023-03-16 09:58:42.614264
freeway_004,2023-03-16 09:58:46.555287
stadium_001,2023-03-16 09:58:50.611365
stadium_015,2023-03-16 09:58:54.984408
freeway_038,2023-03-16 09:58:59.204790
stadium_039,2023-03-16 09:59:02.897767
freeway_014,2023-03-16 09:59:06.813879
stadium_011,2023-03-16 09:59:10.850725
stadium_005,2023-03-16 09:59:15.110039
freeway_028,2023-03-16 09:59:19.869185
rectangular_farmland_005,2023-03-16 09:59:23.695342
rectangular_farmland_011,2023-03-16 09:59:27.195802
rectangular_farmland_039,2023-03-16 09:59:30.959631
island_038,2023-03-16 09:59:35.034407
island_010,2023-03-16 09:59:49.508894
island_004,2023-03-16 09:59:54.793291
forest_001,2023-03-16 10:00:02.007821
forest_015,2023-03-16 10:00:06.859205
forest_029,2023-03-16 10:00:11.784120
forest_028,2023-03-16 10:00:16.166649
forest_014,2023-03-16 10:00:20.171656
island_005,2023-03-16 10:00:24.414727
island_011,2023-03-16 10:00:28.310866
island_039,2023-03-16 10:00:32.300946
rectangular_farmland_038,2023-03-16 10:00:35.722193
rectangular_farmland_010,2023-03-16 10:00:39.853970
rectangular_farmland_004,2023-03-16 10:00:44.918640
stadium_004,2023-03-16 10:00:48.779797
freeway_029,2023-03-16 10:00:52.622929
stadium_010,2023-03-16 10:00:56.542798
stadium_038,2023-03-16 10:01:00.321282
freeway_015,2023-03-16 10:01:04.244207
freeway_001,2023-03-16 10:01:08.375660
freeway_017,2023-03-16 10:01:12.332451
freeway_003,2023-03-16 10:01:18.167590
stadium_006,2023-03-16 10:01:22.379206
stadium_012,2023-03-16 10:01:26.194272
rectangular_farmland_012,2023-03-16 10:01:30.216337
rectangular_farmland_006,2023-03-16 10:01:34.935392
island_007,2023-03-16 10:01:38.977990
island_013,2023-03-16 10:01:43.125070
forest_016,2023-03-16 10:01:46.978103
forest_002,2023-03-16 10:01:54.130493
industrial_area_048,2023-03-16 10:02:01.332399
industrial_area_049,2023-03-16 10:02:11.206680
forest_003,2023-03-16 10:02:15.738956
forest_017,2023-03-16 10:02:19.694152
island_012,2023-03-16 10:02:23.474280
island_006,2023-03-16 10:02:27.623527
rectangular_farmland_007,2023-03-16 10:02:31.646438
rectangular_farmland_013,2023-03-16 10:02:35.719737
stadium_013,2023-03-16 10:02:40.267762
stadium_007,2023-03-16 10:02:45.535357
freeway_002,2023-03-16 10:02:49.691342
freeway_016,2023-03-16 10:02:53.502931
stadium_048,2023-03-16 10:02:57.132172
rectangular_farmland_048,2023-03-16 10:03:01.369809
island_049,2023-03-16 10:03:05.418912
industrial_area_012,2023-03-16 10:03:09.725644
industrial_area_006,2023-03-16 10:03:13.787616
industrial_area_007,2023-03-16 10:03:17.894493
industrial_area_013,2023-03-16 10:03:21.610397
island_048,2023-03-16 10:03:25.629850
rectangular_farmland_049,2023-03-16 10:03:30.022459
stadium_049,2023-03-16 10:03:35.307784
industrial_area_039,2023-03-16 10:03:39.887513
industrial_area_005,2023-03-16 10:03:44.912289
industrial_area_011,2023-03-16 10:03:48.734798
industrial_area_010,2023-03-16 10:03:53.019898
industrial_area_004,2023-03-16 10:04:10.903778
industrial_area_038,2023-03-16 10:04:17.131816
industrial_area_014,2023-03-16 10:04:26.681354
industrial_area_029,2023-03-16 10:04:31.067425
industrial_area_015,2023-03-16 10:04:35.147761
industrial_area_001,2023-03-16 10:04:38.971402
freeway_048,2023-03-16 10:04:43.391113
industrial_area_017,2023-03-16 10:04:47.488726
industrial_area_003,2023-03-16 10:04:51.416765
forest_049,2023-03-16 10:04:55.812862
forest_048,2023-03-16 10:04:59.832152
industrial_area_002,2023-03-16 10:05:03.923687
industrial_area_016,2023-03-16 10:05:08.119067
freeway_049,2023-03-16 10:05:12.475204
