image_id,stored_at
freeway_031,2023-03-16 09:51:43.525740
stadium_008,2023-03-16 09:51:47.359465
freeway_025,2023-03-16 09:51:50.402600
stadium_020,2023-03-16 09:51:53.980209
stadium_034,2023-03-16 09:51:57.700264
freeway_019,2023-03-16 09:52:01.500304
freeway_021,2023-03-16 09:52:05.588689
stadium_018,2023-03-16 09:52:09.436036
freeway_035,2023-03-16 09:52:12.762274
stadium_030,2023-03-16 09:52:16.382765
stadium_024,2023-03-16 09:52:20.180967
freeway_009,2023-03-16 09:52:25.614254
rectangular_farmland_024,2023-03-16 09:52:29.743730
rectangular_farmland_030,2023-03-16 09:52:34.057090
rectangular_farmland_018,2023-03-16 09:52:37.691924
island_019,2023-03-16 09:52:41.848638
island_031,2023-03-16 09:52:45.737296
island_025,2023-03-16 09:52:49.110555
industrial_area_042,2023-03-16 09:52:52.637799
forest_020,2023-03-16 09:52:56.044606
forest_034,2023-03-16 09:52:59.732209
forest_008,2023-03-16 09:53:03.244923
forest_009,2023-03-16 09:53:07.087526
forest_035,2023-03-16 09:53:10.722298
industrial_area_043,2023-03-16 09:53:14.193230
forest_021,2023-03-16 09:53:17.942927
island_024,2023-03-16 09:53:21.470709
island_030,2023-03-16 09:53:24.777140
island_018,2023-03-16 09:53:28.345540
rectangular_farmland_019,2023-03-16 09:53:32.257812
rectangular_farmland_031,2023-03-16 09:53:36.014696
rectangular_farmland_025,2023-03-16 09:53:39.539909
stadium_025,2023-03-16 09:53:43.032979
freeway_008,2023-03-16 09:53:46.223260
stadium_031,2023-03-16 09:53:49.606087
stadium_019,2023-03-16 09:53:53.284370
freeway_034,2023-03-16 09:53:57.018615
freeway_020,2023-03-16 09:54:00.726680
freeway_036,2023-03-16 09:54:04.946585
freeway_022,2023-03-16 09:54:16.108807
stadium_027,2023-03-16 09:54:20.301631
stadium_033,2023-03-16 09:54:26.008655
rectangular_farmland_033,2023-03-16 09:54:30.345009
rectangular_farmland_027,2023-03-16 09:54:34.118153
island_026,2023-03-16 09:54:37.795515
island_032,2023-03-16 09:54:41.567530
forest_037,2023-03-16 09:54:45.121059
forest_023,2023-03-16 09:54:48.713162
industrial_area_041,2023-03-16 09:54:52.297969
forest_022,2023-03-16 09:54:55.978314
industrial_area_040,2023-03-16 09:54:59.648723
industrial_area_054,2023-03-16 09:55:03.429259
forest_036,2023-03-16 09:55:06.923237
island_033,2023-03-16 09:55:10.478708
island_027,2023-03-16 09:55:14.028849
rectangular_farmland_026,2023-03-16 09:55:17.676645
rectangular_farmland_032,2023-03-16 09:55:21.351418
stadium_032,2023-03-16 09:55:25.038108
stadium_026,2023-03-16 09:55:28.275247
freeway_023,2023-03-16 09:55:32.154355
freeway_037,2023-03-16 09:55:35.991895
stadium_003,2023-03-16 09:55:39.713903
stadium_017,2023-03-16 09:55:43.542672
freeway_012,2023-03-16 09:55:49.233386
freeway_006,2023-03-16 09:55:53.138647
rectangular_farmland_017,2023-03-16 09:56:04.795768
rectangular_farmland_003,2023-03-16 09:56:09.236283
island_002,2023-03-16 09:56:14.577853
island_016,2023-03-16 09:56:18.455521
forest_013,2023-03-16 09:56:22.472545
forest_007,2023-03-16 09:56:26.344042
forest_006,2023-03-16 09:56:29.779707
forest_012,2023-03-16 09:56:33.625360
island_017,2023-03-16 09:56:37.455186
island_003,2023-03-16 09:56:41.098258
rectangular_farmland_002,2023-03-16 09:56:44.704907
rectangular_farmland_016,2023-03-16 09:56:48.325007
freeway_007,2023-03-16 09:56:51.673029
freeway_013,2023-03-16 09:56:55.602652
stadium_016,2023-03-16 09:56:59.270180
stadium_002,2023-03-16 09:57:03.024789
stadium_014,2023-03-16 09:57:06.929018
freeway_039,2023-03-16 09:57:10.555253
stadium_028,2023-03-16 09:57:13.856303
freeway_005,2023-03-16 09:57:17.558360
freeway_011,2023-03-16 09:57:21.168599
rectangular_farmland_028,2023-03-16 09:57:25.361538
rectangular_farmland_014,2023-03-16 09:57:30.293577
island_015,2023-03-16 09:57:36.878379
island_001,2023-03-16 09:57:41.726877
island_029,2023-03-16 09:57:46.918613
forest_038,2023-03-16 09:57:53.746439
forest_004,2023-03-16 09:57:57.975722
forest_010,2023-03-16 09:58:03.547669
forest_011,2023-03-16 09:58:07.249420
forest_005,2023-03-16 09:58:10.787248
forest_039,2023-03-16 09:58:14.138033
island_028,2023-03-16 09:58:17.708442
island_014,2023-03-16 09:58:21.491946
rectangular_farmland_015,2023-03-16 09:58:25.793369
rectangular_farmland_001,2023-03-16 09:58:30.022357
rectangular_farmland_029,2023-03-16 09:58:34.503396
freeway_010,2023-03-16 09:58:38.493976
stadium_029,2023-03-16 09:58:42.544784
freeway_004,2023-03-16 09:58:46.484178
stadium_001,2023-03-16 09:58:50.543278
stadium_015,2023-03-16 09:58:54.910406
freeway_038,2023-03-16 09:58:59.133005
stadium_039,2023-03-16 09:59:02.827366
freeway_014,2023-03-16 09:59:06.739314
stadium_011,2023-03-16 09:59:10.777926
stadium_005,2023-03-16 09:59:15.038422
freeway_028,2023-03-16 09:59:19.801594
rectangular_farmland_005,2023-03-16 09:59:23.621333
rectangular_farmland_011,2023-03-16 09:59:27.136908
rectangular_farmland_039,2023-03-16 09:59:30.858150
island_038,2023-03-16 09:59:34.928096
island_010,2023-03-16 09:59:49.405411
island_004,2023-03-16 09:59:54.705841
forest_001,2023-03-16 10:00:01.913625
forest_015,2023-03-16 10:00:06.786589
forest_029,2023-03-16 10:00:11.543418
forest_028,2023-03-16 10:00:16.086243
forest_014,2023-03-16 10:00:20.099746
island_005,2023-03-16 10:00:24.333648
island_011,2023-03-16 10:00:28.227322
island_039,2023-03-16 10:00:32.219789
rectangular_farmland_038,2023-03-16 10:00:35.662048
rectangular_farmland_010,2023-03-16 10:00:39.772679
rectangular_farmland_004,2023-03-16 10:00:44.816104
stadium_004,2023-03-16 10:00:48.704942
freeway_029,2023-03-16 10:00:52.549837
stadium_010,2023-03-16 10:00:56.473506
stadium_038,2023-03-16 10:01:00.248829
freeway_015,2023-03-16 10:01:04.174429
freeway_001,2023-03-16 10:01:08.267404
freeway_017,2023-03-16 10:01:12.229696
freeway_003,2023-03-16 10:01:18.031697
stadium_006,2023-03-16 10:01:22.261178
stadium_012,2023-03-16 10:01:26.117034
rectangular_farmland_012,2023-03-16 10:01:30.071765
rectangular_farmland_006,2023-03-16 10:01:34.845033
island_007,2023-03-16 10:01:38.904290
island_013,2023-03-16 10:01:43.041789
forest_016,2023-03-16 10:01:46.899268
forest_002,2023-03-16 10:01:54.035966
industrial_area_048,2023-03-16 10:02:01.196027
industrial_area_049,2023-03-16 10:02:11.122921
forest_003,2023-03-16 10:02:15.659584
forest_017,2023-03-16 10:02:19.621964
island_012,2023-03-16 10:02:23.407899
island_006,2023-03-16 10:02:27.540149
rectangular_farmland_007,2023-03-16 10:02:31.545941
rectangular_farmland_013,2023-03-16 10:02:35.639704
stadium_013,2023-03-16 10:02:40.173935
stadium_007,2023-03-16 10:02:45.447803
freeway_002,2023-03-16 10:02:49.619786
freeway_016,2023-03-16 10:02:53.438135
stadium_048,2023-03-16 10:02:57.058098
rectangular_farmland_048,2023-03-16 10:03:01.290507
island_049,2023-03-16 10:03:05.341524
industrial_area_012,2023-03-16 10:03:09.638491
industrial_area_006,2023-03-16 10:03:13.702816
industrial_area_007,2023-03-16 10:03:17.810532
industrial_area_013,2023-03-16 10:03:21.545029
island_048,2023-03-16 10:03:25.561040
rectangular_farmland_049,2023-03-16 10:03:29.932743
stadium_049,2023-03-16 10:03:35.170488
industrial_area_039,2023-03-16 10:03:39.801810
industrial_area_005,2023-03-16 10:03:44.839222
industrial_area_011,2023-03-16 10:03:48.643386
industrial_area_010,2023-03-16 10:03:52.932985
industrial_area_004,2023-03-16 10:04:10.811854
industrial_area_038,2023-03-16 10:04:16.935223
industrial_area_014,2023-03-16 10:04:26.593671
industrial_area_029,2023-03-16 10:04:30.987267
industrial_area_015,2023-03-16 10:04:35.064519
industrial_area_001,2023-03-16 10:04:38.916089
freeway_048,2023-03-16 10:04:43.313412
industrial_area_017,2023-03-16 10:04:47.417538
industrial_area_003,2023-03-16 10:04:51.350580
forest_049,2023-03-16 10:04:55.740434
forest_048,2023-03-16 10:04:59.773531
industrial_area_002,2023-03-16 10:05:03.838298
industrial_area_016,2023-03-16 10:05:08.047753
freeway_049,2023-03-16 10:05:12.398860
