image_id,stored_at
industrial_area_022,2023-03-18 06:13:37.685307
forest_040,2023-03-18 06:13:40.519543
industrial_area_023,2023-03-18 06:13:42.890785
forest_041,2023-03-18 06:13:45.122216
industrial_area_037,2023-03-18 06:13:47.412692
island_050,2023-03-18 06:13:50.875440
island_044,2023-03-18 06:13:53.606835
rectangular_farmland_045,2023-03-18 06:13:56.254794
rectangular_farmland_051,2023-03-18 06:13:59.456513
stadium_051,2023-03-18 06:14:02.681039
stadium_045,2023-03-18 06:14:05.913741
freeway_040,2023-03-18 06:14:08.983636
freeway_054,2023-03-18 06:14:11.527479
stadium_022,2023-03-18 06:14:14.886754
stadium_036,2023-03-18 06:14:18.012811
freeway_033,2023-03-18 06:14:20.794717
freeway_027,2023-03-18 06:14:23.291783
rectangular_farmland_036,2023-03-18 06:14:26.374069
rectangular_farmland_022,2023-03-18 06:14:28.859531
island_023,2023-03-18 06:14:31.088573
island_037,2023-03-18 06:14:33.769660
forest_032,2023-03-18 06:14:36.195099
industrial_area_050,2023-03-18 06:14:38.721444
industrial_area_044,2023-03-18 06:14:41.825486
forest_026,2023-03-18 06:14:44.343482
industrial_area_045,2023-03-18 06:14:47.958187
forest_027,2023-03-18 06:14:51.270996
forest_033,2023-03-18 06:14:54.803325
industrial_area_051,2023-03-18 06:14:58.090983
island_036,2023-03-18 06:15:01.706863
island_022,2023-03-18 06:15:04.581249
rectangular_farmland_023,2023-03-18 06:15:08.319712
rectangular_farmland_037,2023-03-18 06:15:12.015585
freeway_026,2023-03-18 06:15:14.878588
freeway_032,2023-03-18 06:15:18.247485
stadium_037,2023-03-18 06:15:21.626960
stadium_023,2023-03-18 06:15:24.661483
stadium_035,2023-03-18 06:15:27.883508
freeway_018,2023-03-18 06:15:30.910347
stadium_021,2023-03-18 06:15:33.995431
stadium_009,2023-03-18 06:15:36.977020
freeway_024,2023-03-18 06:15:40.339181
freeway_030,2023-03-18 06:15:43.445607
rectangular_farmland_009,2023-03-18 06:15:46.135271
rectangular_farmland_021,2023-03-18 06:15:49.359880
rectangular_farmland_035,2023-03-18 06:15:52.185304
island_034,2023-03-18 06:15:55.506612
island_020,2023-03-18 06:15:58.519298
island_008,2023-03-18 06:16:01.386834
forest_019,2023-03-18 06:16:05.078048
forest_025,2023-03-18 06:16:08.324586
industrial_area_047,2023-03-18 06:16:11.269260
industrial_area_053,2023-03-18 06:16:14.341377
forest_031,2023-03-18 06:16:17.903221
industrial_area_052,2023-03-18 06:16:21.467031
forest_030,2023-03-18 06:16:24.998351
forest_024,2023-03-18 06:16:28.798845
industrial_area_046,2023-03-18 06:16:32.409192
forest_018,2023-03-18 06:16:36.164412
island_009,2023-03-18 06:16:39.718911
island_021,2023-03-18 06:16:43.300082
island_035,2023-03-18 06:16:46.235983
rectangular_farmland_034,2023-03-18 06:16:50.071871
rectangular_farmland_020,2023-03-18 06:16:53.664587
rectangular_farmland_008,2023-03-18 06:16:57.251797
freeway_031,2023-03-18 06:17:00.440066
stadium_008,2023-03-18 06:17:03.988766
freeway_025,2023-03-18 06:17:07.028359
stadium_020,2023-03-18 06:17:09.857053
stadium_034,2023-03-18 06:17:13.446046
freeway_019,2023-03-18 06:17:16.285986
freeway_021,2023-03-18 06:17:20.187995
stadium_018,2023-03-18 06:17:23.781792
freeway_035,2023-03-18 06:17:27.532179
stadium_030,2023-03-18 06:17:31.151640
stadium_024,2023-03-18 06:17:35.212620
freeway_009,2023-03-18 06:17:38.807009
rectangular_farmland_024,2023-03-18 06:17:43.718108
rectangular_farmland_030,2023-03-18 06:17:48.278159
rectangular_farmland_018,2023-03-18 06:17:51.864418
island_019,2023-03-18 06:17:57.568107
island_031,2023-03-18 06:18:02.600949
island_025,2023-03-18 06:18:07.517194
industrial_area_042,2023-03-18 06:18:10.606764
forest_020,2023-03-18 06:18:15.300056
forest_034,2023-03-18 06:18:19.473695
forest_008,2023-03-18 06:18:22.514362
forest_009,2023-03-18 06:18:25.708519
forest_035,2023-03-18 06:18:29.044812
industrial_area_043,2023-03-18 06:18:32.059144
forest_021,2023-03-18 06:18:35.175916
island_024,2023-03-18 06:18:38.347380
island_030,2023-03-18 06:18:41.766553
island_018,2023-03-18 06:18:44.945787
rectangular_farmland_019,2023-03-18 06:18:48.202525
rectangular_farmland_031,2023-03-18 06:18:52.718038
rectangular_farmland_025,2023-03-18 06:18:56.062131
stadium_025,2023-03-18 06:19:00.691463
freeway_008,2023-03-18 06:19:04.062755
stadium_031,2023-03-18 06:19:08.506945
stadium_019,2023-03-18 06:19:11.920078
freeway_034,2023-03-18 06:19:17.565798
freeway_020,2023-03-18 06:19:21.284004
freeway_036,2023-03-18 06:19:25.137926
freeway_022,2023-03-18 06:19:28.841350
stadium_027,2023-03-18 06:19:32.763747
stadium_033,2023-03-18 06:19:37.809737
rectangular_farmland_033,2023-03-18 06:19:42.228006
rectangular_farmland_027,2023-03-18 06:19:47.488500
island_026,2023-03-18 06:19:51.251217
island_032,2023-03-18 06:19:54.881102
forest_037,2023-03-18 06:19:57.411151
forest_023,2023-03-18 06:20:02.042143
industrial_area_041,2023-03-18 06:20:04.551831
forest_022,2023-03-18 06:20:07.737043
industrial_area_040,2023-03-18 06:20:10.367979
industrial_area_054,2023-03-18 06:20:15.229772
forest_036,2023-03-18 06:20:19.925244
island_033,2023-03-18 06:20:24.887850
island_027,2023-03-18 06:20:29.617581
rectangular_farmland_026,2023-03-18 06:20:34.497028
rectangular_farmland_032,2023-03-18 06:20:37.987923
stadium_032,2023-03-18 06:20:40.897071
stadium_026,2023-03-18 06:20:43.494592
freeway_023,2023-03-18 06:20:46.862516
freeway_037,2023-03-18 06:20:49.763895
stadium_003,2023-03-18 06:20:53.285292
stadium_017,2023-03-18 06:20:58.349985
freeway_012,2023-03-18 06:21:01.131471
freeway_006,2023-03-18 06:21:06.093973
rectangular_farmland_017,2023-03-18 06:21:08.729498
rectangular_farmland_003,2023-03-18 06:21:13.868061
island_002,2023-03-18 06:21:17.533884
island_016,2023-03-18 06:21:21.136747
forest_013,2023-03-18 06:21:23.744326
forest_007,2023-03-18 06:21:26.411287
forest_006,2023-03-18 06:21:31.149274
forest_012,2023-03-18 06:21:34.735926
island_017,2023-03-18 06:21:37.516575
island_003,2023-03-18 06:21:42.320801
rectangular_farmland_002,2023-03-18 06:21:47.494229
rectangular_farmland_016,2023-03-18 06:21:52.815032
freeway_007,2023-03-18 06:21:59.323659
freeway_013,2023-03-18 06:22:02.983966
stadium_016,2023-03-18 06:22:06.344859
stadium_002,2023-03-18 06:22:09.502719
stadium_014,2023-03-18 06:22:12.848154
freeway_039,2023-03-18 06:22:15.868579
stadium_028,2023-03-18 06:22:19.638075
freeway_005,2023-03-18 06:22:23.866942
freeway_011,2023-03-18 06:22:27.651184
rectangular_farmland_028,2023-03-18 06:22:33.246593
rectangular_farmland_014,2023-03-18 06:22:38.925627
island_015,2023-03-18 06:22:42.359760
island_001,2023-03-18 06:22:47.543101
island_029,2023-03-18 06:22:51.415507
forest_038,2023-03-18 06:22:54.906218
forest_004,2023-03-18 06:23:00.585147
forest_010,2023-03-18 06:23:06.043275
forest_011,2023-03-18 06:23:11.522124
forest_005,2023-03-18 06:23:15.080661
forest_039,2023-03-18 06:23:20.924745
island_028,2023-03-18 06:23:26.328738
island_014,2023-03-18 06:23:30.064849
rectangular_farmland_015,2023-03-18 06:23:33.529328
rectangular_farmland_001,2023-03-18 06:23:37.162652
rectangular_farmland_029,2023-03-18 06:23:41.553604
freeway_010,2023-03-18 06:23:45.605096
stadium_029,2023-03-18 06:23:49.173837
freeway_004,2023-03-18 06:23:52.630908
stadium_001,2023-03-18 06:23:57.552194
stadium_015,2023-03-18 06:24:02.168177
freeway_038,2023-03-18 06:24:08.038107
stadium_039,2023-03-18 06:24:12.566465
freeway_014,2023-03-18 06:24:16.064134
stadium_011,2023-03-18 06:24:20.586456
stadium_005,2023-03-18 06:24:25.805942
freeway_028,2023-03-18 06:24:31.274341
rectangular_farmland_005,2023-03-18 06:24:35.232565
rectangular_farmland_011,2023-03-18 06:24:39.878011
rectangular_farmland_039,2023-03-18 06:24:44.626137
island_038,2023-03-18 06:24:50.175573
island_010,2023-03-18 06:24:56.814507
island_004,2023-03-18 06:25:03.142168
forest_001,2023-03-18 06:25:08.864662
forest_015,2023-03-18 06:25:16.639267
forest_029,2023-03-18 06:25:22.613153
forest_028,2023-03-18 06:25:26.757538
forest_014,2023-03-18 06:25:30.109605
island_005,2023-03-18 06:25:35.577470
island_011,2023-03-18 06:25:40.961528
island_039,2023-03-18 06:25:46.281375
rectangular_farmland_038,2023-03-18 06:25:51.716880
rectangular_farmland_010,2023-03-18 06:25:55.530807
rectangular_farmland_004,2023-03-18 06:25:58.470375
stadium_004,2023-03-18 06:26:01.190131
freeway_029,2023-03-18 06:26:06.527272
stadium_010,2023-03-18 06:26:12.573038
stadium_038,2023-03-18 06:26:18.049702
freeway_015,2023-03-18 06:26:22.471032
freeway_001,2023-03-18 06:26:25.742492
freeway_017,2023-03-18 06:26:30.216207
freeway_003,2023-03-18 06:26:33.315488
stadium_006,2023-03-18 06:26:38.724617
stadium_012,2023-03-18 06:26:44.256471
rectangular_farmland_012,2023-03-18 06:26:48.710391
rectangular_farmland_006,2023-03-18 06:26:51.959102
island_007,2023-03-18 06:26:54.783862
island_013,2023-03-18 06:26:57.829446
forest_016,2023-03-18 06:27:03.121085
forest_002,2023-03-18 06:27:07.440266
industrial_area_048,2023-03-18 06:27:09.900483
industrial_area_049,2023-03-18 06:27:12.899235
forest_003,2023-03-18 06:27:18.174571
forest_017,2023-03-18 06:27:20.785343
island_012,2023-03-18 06:27:24.316075
island_006,2023-03-18 06:27:28.626830
rectangular_farmland_007,2023-03-18 06:27:32.094846
rectangular_farmland_013,2023-03-18 06:27:37.374659
stadium_013,2023-03-18 06:27:41.741024
stadium_007,2023-03-18 06:27:46.214385
freeway_002,2023-03-18 06:27:49.713385
freeway_016,2023-03-18 06:27:52.875944
stadium_048,2023-03-18 06:27:58.489195
rectangular_farmland_048,2023-03-18 06:28:02.947677
island_049,2023-03-18 06:28:07.413109
industrial_area_012,2023-03-18 06:28:11.953184
industrial_area_006,2023-03-18 06:28:16.782056
industrial_area_007,2023-03-18 06:28:22.212835
industrial_area_013,2023-03-18 06:28:26.990423
island_048,2023-03-18 06:28:32.125636
rectangular_farmland_049,2023-03-18 06:28:37.696964
stadium_049,2023-03-18 06:28:43.785280
industrial_area_039,2023-03-18 06:28:47.032446
industrial_area_005,2023-03-18 06:28:51.722914
industrial_area_011,2023-03-18 06:28:55.090370
industrial_area_010,2023-03-18 06:29:01.327617
industrial_area_004,2023-03-18 06:29:07.100192
industrial_area_038,2023-03-18 06:29:13.209634
industrial_area_014,2023-03-18 06:29:17.981068
industrial_area_029,2023-03-18 06:29:21.323541
industrial_area_015,2023-03-18 06:29:26.627995
industrial_area_001,2023-03-18 06:29:33.143877
freeway_048,2023-03-18 06:29:38.926837
industrial_area_017,2023-03-18 06:29:45.757081
industrial_area_003,2023-03-18 06:29:53.605368
forest_049,2023-03-18 06:29:58.393147
forest_048,2023-03-18 06:30:06.276099
industrial_area_002,2023-03-18 06:30:09.570036
industrial_area_016,2023-03-18 06:30:14.400284
freeway_049,2023-03-18 06:30:19.301414
