image_id,stored_at
freeway_024,2023-03-16 09:50:11.292938
freeway_030,2023-03-16 09:50:14.635439
rectangular_farmland_009,2023-03-16 09:50:18.203805
rectangular_farmland_021,2023-03-16 09:50:21.690898
rectangular_farmland_035,2023-03-16 09:50:25.113628
island_034,2023-03-16 09:50:28.696798
island_020,2023-03-16 09:50:32.346074
island_008,2023-03-16 09:50:35.622668
forest_019,2023-03-16 09:50:39.306531
forest_025,2023-03-16 09:50:44.269424
industrial_area_047,2023-03-16 09:50:48.443708
industrial_area_053,2023-03-16 09:50:53.269172
forest_031,2023-03-16 09:50:56.965372
industrial_area_052,2023-03-16 09:51:00.643418
forest_030,2023-03-16 09:51:04.540792
forest_024,2023-03-16 09:51:08.130372
industrial_area_046,2023-03-16 09:51:12.486955
forest_018,2023-03-16 09:51:16.257470
island_009,2023-03-16 09:51:20.060613
island_021,2023-03-16 09:51:23.884499
island_035,2023-03-16 09:51:27.145834
rectangular_farmland_034,2023-03-16 09:51:31.100185
rectangular_farmland_020,2023-03-16 09:51:35.414135
rectangular_farmland_008,2023-03-16 09:51:39.757450
freeway_031,2023-03-16 09:51:43.567538
stadium_008,2023-03-16 09:51:47.405381
freeway_025,2023-03-16 09:51:50.436812
stadium_020,2023-03-16 09:51:54.025314
stadium_034,2023-03-16 09:51:57.740632
freeway_019,2023-03-16 09:52:01.544461
freeway_021,2023-03-16 09:52:05.631394
stadium_018,2023-03-16 09:52:09.477283
freeway_035,2023-03-16 09:52:12.804387
stadium_030,2023-03-16 09:52:16.432785
stadium_024,2023-03-16 09:52:20.222533
freeway_009,2023-03-16 09:52:25.673539
rectangular_farmland_024,2023-03-16 09:52:29.782361
rectangular_farmland_030,2023-03-16 09:52:34.095105
rectangular_farmland_018,2023-03-16 09:52:37.732253
island_019,2023-03-16 09:52:41.895966
island_031,2023-03-16 09:52:45.766926
island_025,2023-03-16 09:52:49.168605
industrial_area_042,2023-03-16 09:52:52.680293
forest_020,2023-03-16 09:52:56.089164
forest_034,2023-03-16 09:52:59.771993
forest_008,2023-03-16 09:53:03.285121
forest_009,2023-03-16 09:53:07.126522
forest_035,2023-03-16 09:53:10.766809
industrial_area_043,2023-03-16 09:53:14.241631
forest_021,2023-03-16 09:53:17.984760
island_024,2023-03-16 09:53:21.508539
island_030,2023-03-16 09:53:24.811263
island_018,2023-03-16 09:53:28.397117
rectangular_farmland_019,2023-03-16 09:53:32.308694
rectangular_farmland_031,2023-03-16 09:53:36.053617
rectangular_farmland_025,2023-03-16 09:53:39.579025
stadium_025,2023-03-16 09:53:43.069034
freeway_008,2023-03-16 09:53:46.262401
stadium_031,2023-03-16 09:53:49.645022
stadium_019,2023-03-16 09:53:53.324095
freeway_034,2023-03-16 09:53:57.056011
freeway_020,2023-03-16 09:54:00.800857
freeway_036,2023-03-16 09:54:05.035892
freeway_022,2023-03-16 09:54:16.159789
stadium_027,2023-03-16 09:54:20.346897
stadium_033,2023-03-16 09:54:26.061026
rectangular_farmland_033,2023-03-16 09:54:30.402952
rectangular_farmland_027,2023-03-16 09:54:34.155727
island_026,2023-03-16 09:54:37.836295
island_032,2023-03-16 09:54:41.609845
forest_037,2023-03-16 09:54:45.155253
forest_023,2023-03-16 09:54:48.760026
industrial_area_041,2023-03-16 09:54:52.342228
forest_022,2023-03-16 09:54:56.026688
industrial_area_040,2023-03-16 09:54:59.690454
industrial_area_054,2023-03-16 09:55:03.477050
forest_036,2023-03-16 09:55:06.961866
island_033,2023-03-16 09:55:10.514852
island_027,2023-03-16 09:55:14.065378
rectangular_farmland_026,2023-03-16 09:55:17.728320
rectangular_farmland_032,2023-03-16 09:55:21.401978
stadium_032,2023-03-16 09:55:25.072734
stadium_026,2023-03-16 09:55:28.311265
freeway_023,2023-03-16 09:55:32.197256
freeway_037,2023-03-16 09:55:36.038150
stadium_003,2023-03-16 09:55:39.751419
stadium_017,2023-03-16 09:55:43.597108
freeway_012,2023-03-16 09:55:49.309993
freeway_006,2023-03-16 09:55:53.190623
rectangular_farmland_017,2023-03-16 09:56:04.850506
rectangular_farmland_003,2023-03-16 09:56:09.277234
island_002,2023-03-16 09:56:14.616961
island_016,2023-03-16 09:56:18.497476
forest_013,2023-03-16 09:56:22.519913
forest_007,2023-03-16 09:56:26.389291
forest_006,2023-03-16 09:56:29.812572
forest_012,2023-03-16 09:56:33.667942
island_017,2023-03-16 09:56:37.492308
island_003,2023-03-16 09:56:41.136770
rectangular_farmland_002,2023-03-16 09:56:44.741893
rectangular_farmland_016,2023-03-16 09:56:48.365704
freeway_007,2023-03-16 09:56:51.709252
freeway_013,2023-03-16 09:56:55.647044
stadium_016,2023-03-16 09:56:59.322130
stadium_002,2023-03-16 09:57:03.073703
stadium_014,2023-03-16 09:57:06.965986
freeway_039,2023-03-16 09:57:10.593567
stadium_028,2023-03-16 09:57:13.888085
freeway_005,2023-03-16 09:57:17.604681
freeway_011,2023-03-16 09:57:21.216699
rectangular_farmland_028,2023-03-16 09:57:25.419548
rectangular_farmland_014,2023-03-16 09:57:30.346054
island_015,2023-03-16 09:57:36.951932
island_001,2023-03-16 09:57:41.794348
island_029,2023-03-16 09:57:46.976048
forest_038,2023-03-16 09:57:53.798958
forest_004,2023-03-16 09:57:58.031610
forest_010,2023-03-16 09:58:03.595660
forest_011,2023-03-16 09:58:07.293911
forest_005,2023-03-16 09:58:10.824677
forest_039,2023-03-16 09:58:14.175413
island_028,2023-03-16 09:58:17.749688
island_014,2023-03-16 09:58:21.538889
rectangular_farmland_015,2023-03-16 09:58:25.851888
rectangular_farmland_001,2023-03-16 09:58:30.073942
rectangular_farmland_029,2023-03-16 09:58:34.561163
freeway_010,2023-03-16 09:58:38.532041
stadium_029,2023-03-16 09:58:42.592286
freeway_004,2023-03-16 09:58:46.536540
stadium_001,2023-03-16 09:58:50.589943
stadium_015,2023-03-16 09:58:54.960902
freeway_038,2023-03-16 09:58:59.179762
stadium_039,2023-03-16 09:59:02.872457
freeway_014,2023-03-16 09:59:06.787682
stadium_011,2023-03-16 09:59:10.829685
stadium_005,2023-03-16 09:59:15.088685
freeway_028,2023-03-16 09:59:19.849797
rectangular_farmland_005,2023-03-16 09:59:23.671989
rectangular_farmland_011,2023-03-16 09:59:27.175489
rectangular_farmland_039,2023-03-16 09:59:30.927685
island_038,2023-03-16 09:59:34.997239
island_010,2023-03-16 09:59:49.465985
island_004,2023-03-16 09:59:54.763712
forest_001,2023-03-16 10:00:01.975039
forest_015,2023-03-16 10:00:06.835561
forest_029,2023-03-16 10:00:11.749170
forest_028,2023-03-16 10:00:16.142844
forest_014,2023-03-16 10:00:20.151061
island_005,2023-03-16 10:00:24.389291
island_011,2023-03-16 10:00:28.285413
island_039,2023-03-16 10:00:32.273953
rectangular_farmland_038,2023-03-16 10:00:35.702631
rectangular_farmland_010,2023-03-16 10:00:39.826636
rectangular_farmland_004,2023-03-16 10:00:44.892888
stadium_004,2023-03-16 10:00:48.756521
freeway_029,2023-03-16 10:00:52.597880
stadium_010,2023-03-16 10:00:56.522241
stadium_038,2023-03-16 10:01:00.298427
freeway_015,2023-03-16 10:01:04.219542
freeway_001,2023-03-16 10:01:08.339119
freeway_017,2023-03-16 10:01:12.305548
freeway_003,2023-03-16 10:01:18.118106
stadium_006,2023-03-16 10:01:22.332910
stadium_012,2023-03-16 10:01:26.167618
rectangular_farmland_012,2023-03-16 10:01:30.126759
rectangular_farmland_006,2023-03-16 10:01:34.909874
island_007,2023-03-16 10:01:38.955678
island_013,2023-03-16 10:01:43.098493
forest_016,2023-03-16 10:01:46.957650
forest_002,2023-03-16 10:01:54.104366
industrial_area_048,2023-03-16 10:02:01.282199
industrial_area_049,2023-03-16 10:02:11.181279
forest_003,2023-03-16 10:02:15.717878
forest_017,2023-03-16 10:02:19.675966
island_012,2023-03-16 10:02:23.454140
island_006,2023-03-16 10:02:27.590284
rectangular_farmland_007,2023-03-16 10:02:31.622393
rectangular_farmland_013,2023-03-16 10:02:35.691954
stadium_013,2023-03-16 10:02:40.232694
stadium_007,2023-03-16 10:02:45.504271
freeway_002,2023-03-16 10:02:49.669157
freeway_016,2023-03-16 10:02:53.484477
stadium_048,2023-03-16 10:02:57.104896
rectangular_farmland_048,2023-03-16 10:03:01.345651
island_049,2023-03-16 10:03:05.394416
industrial_area_012,2023-03-16 10:03:09.699642
industrial_area_006,2023-03-16 10:03:13.752220
industrial_area_007,2023-03-16 10:03:17.871327
industrial_area_013,2023-03-16 10:03:21.592142
island_048,2023-03-16 10:03:25.609611
rectangular_farmland_049,2023-03-16 10:03:29.993510
stadium_049,2023-03-16 10:03:35.273698
industrial_area_039,2023-03-16 10:03:39.859037
industrial_area_005,2023-03-16 10:03:44.891458
industrial_area_011,2023-03-16 10:03:48.705343
industrial_area_010,2023-03-16 10:03:52.989749
industrial_area_004,2023-03-16 10:04:10.877009
industrial_area_038,2023-03-16 10:04:17.102365
industrial_area_014,2023-03-16 10:04:26.659269
industrial_area_029,2023-03-16 10:04:31.045412
industrial_area_015,2023-03-16 10:04:35.126764
industrial_area_001,2023-03-16 10:04:38.953322
freeway_048,2023-03-16 10:04:43.368499
industrial_area_017,2023-03-16 10:04:47.466569
industrial_area_003,2023-03-16 10:04:51.389252
forest_049,2023-03-16 10:04:55.789396
forest_048,2023-03-16 10:04:59.814769
industrial_area_002,2023-03-16 10:05:03.891396
industrial_area_016,2023-03-16 10:05:08.099433
freeway_049,2023-03-16 10:05:12.453428
